Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
19258231484,"Jul 10, 2026, 10:02:33 AM",90’ XT,Ride,"",6201,29.05,153.0,16,false,,,activities/20375962668.fit.gz,,,6201.0,5561.0,29056.9,7.817,5.225,45.0,49.0,171.2,185.4,5.8,0.0,,,,,153.0,116.0,,,515.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.686,145.1,,,,,0.0,,,,,,,,,,,,,,,,""
19249718754,"Jul 9, 2026, 11:24:49 PM",Recovery,Run,"",2728,8.00,161.0,13,false,,ASICS Gel nimbus,activities/20367303692.fit.gz,,,2728.0,2689.0,8005.1,4.28,2.977,19.0,19.0,173.2,183.4,8.0,0.0,,,91.0,88.0,161.0,143.0,,258.0,493.0,,,13.0,694488.0,,,,,,,,256.0,2730.0,,,0.0,,1.0,8054.5,,,,,,,,,,,,,,,,32289355.0,,,,,,,,,,,2.934,0.0,,,,7846.0,0.0,,280.0,192.0,2.995,,,,,,,,,,,,""
19242909402,"Jul 8, 2026, 11:42:53 PM",Thresh 5x5,Run,Still out of shape 😢. Had to drop the last rep,5186,13.58,197.0,81,false,,Adidas Evo SL,activities/20360386401.fit.gz,,,5186.0,4346.0,13588.9,5.64,3.127,36.0,34.0,173.4,185.2,40.0,0.0,,,99.0,86.0,197.0,158.0,,264.0,865.0,,,81.0,1131545.0,,,,,,,,274.0,4915.0,,,0.0,,1.0,13698.8,,,,,,,,,,,,,,,,32289388.0,,,,,,,,,,,2.62,123.6,,,,11974.0,0.0,,579.0,206.0,3.152,,,,,,,,,,,,""
19222686938,"Jul 7, 2026, 11:31:53 PM",More jog,Run,"",3339,10.02,171.0,42,false,,ASICS Gel nimbus,activities/20339821872.fit.gz,,,3339.0,3291.0,10020.6,6.24,3.045,18.0,17.0,177.0,184.2,10.9,0.0,,,107.0,87.0,171.0,154.0,,257.0,635.0,,,42.0,844028.0,,,,,,,,261.0,3341.0,,,0.0,,1.0,10083.7,,,,,,,,,,,,,,,,32289355.0,,,,,,,,,,,3.001,0.0,,,,9490.0,0.0,,356.0,196.0,3.064,,,,,,,,,,,,""
19195112611,"Jul 5, 2026, 12:38:37 PM",Long,Run,"",8635,21.00,161.0,46,false,,ASICS Gel nimbus,activities/20311867085.fit.gz,,,8635.0,8337.0,21001.9,4.18,2.519,33.0,32.0,169.8,180.4,11.0,0.0,,,94.0,80.0,161.0,136.0,,206.0,1267.0,,,46.0,1712615.0,,,,,,,,231.0,8636.0,,,0.0,,1.0,21157.8,,,,,,,,,,,,,,,,32289355.0,,,,,,,,,,,2.432,402.3,,,,22052.0,0.0,,724.0,174.0,2.538,,,,,,,,,,,,""
19195109516,"Jul 3, 2026, 11:51:24 PM",Evening Weight Training,Weight Training,,2271,0,127.0,3,false,,,activities/20311864261.fit.gz,,,2271.0,2271.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,127.0,84.0,,,115.0,,,3.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,18.0,,,,,,,,2,9,""
19156981418,"Jul 2, 2026, 10:32:02 PM",suiiii 🇵🇹,Run,More jog,3773,10.00,171.0,22,false,,,activities/20273103065.fit.gz,,,3773.0,3272.0,10008.1,6.18,3.059,47.0,39.0,174.0,183.2,47.6,0.0,,,115.0,88.0,171.0,142.0,,267.0,592.0,,,22.0,872880.0,,,,,,,,254.0,3774.0,,,0.0,,1.0,10242.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.653,0.0,,,,9446.0,0.0,,382.0,191.0,3.13,,,,,,,,,,,,""
19138002987,"Jul 1, 2026, 10:47:24 AM",90’ XT,Ride,"",6818,29.75,147.0,15,false,,,activities/20253890904.fit.gz,,,6818.0,5575.0,29753.9,8.017,5.337,54.0,52.0,170.2,181.8,18.2,0.0,,,,,147.0,114.0,,,511.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.364,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19134331777,"Jul 1, 2026, 12:23:31 AM",Evening Run,Run,,3922,10.00,186.0,30,false,,,activities/20250163645.fit.gz,,,3922.0,3452.0,10002.5,5.62,2.898,27.0,30.0,172.0,186.0,12.1,0.0,,,98.0,87.0,186.0,145.0,,248.0,615.0,,,30.0,829465.0,,,,,,,,256.0,3924.0,,,0.0,,1.0,10111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,0.0,,,,9460.0,0.0,,402.0,192.0,2.929,,,,,,,,,,,,""
19117595606,"Jun 30, 2026, 12:04:55 AM",Easy + 4 strides,Run,"",3447,9.01,165.0,14,false,,,activities/20233162920.fit.gz,,,3447.0,3039.0,9018.9,6.46,2.968,31.0,25.0,174.4,183.2,9.2,0.0,,,107.0,90.0,165.0,139.0,,250.0,529.0,,,14.0,757919.0,,,,,,,,243.0,3375.0,,,0.0,,1.0,9087.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.616,0.0,,,,8978.0,0.0,,313.0,183.0,2.99,,,,,,,,,,,,""
19105147816,"Jun 29, 2026, 12:03:33 AM",Long,Run,Procrastinate a bit and then tired legs,5244,16.00,166.0,64,false,,,activities/20220521872.fit.gz,,,5244.0,5189.0,16007.3,4.96,3.085,17.0,17.0,174.0,182.2,7.5,0.0,,,93.0,89.0,166.0,154.0,,265.0,1000.0,,,64.0,1377392.0,,,,,,,,264.0,5246.0,,,0.0,,1.0,16074.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.052,0.0,,,,15360.0,0.0,,572.0,198.0,3.098,,,,,,,,,,,,""
19101842426,"Jun 28, 2026, 4:34:40 PM",Lunch Ride,Ride,,4144,6.98,136.0,4,false,,,activities/20217146841.fit.gz,,,4144.0,1817.0,6987.1,5.625,3.845,8.0,14.0,173.4,182.0,27.8,-0.1,,,,,136.0,110.0,,,195.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.686,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19091941517,"Jun 27, 2026, 11:32:39 PM",Easy,Run,"",2524,8.00,167.0,23,false,,,activities/20207049696.fit.gz,,,2524.0,2520.0,8006.8,8.94,3.177,19.0,22.0,177.4,187.2,10.0,0.0,,,93.0,88.0,167.0,151.0,,277.0,497.0,,,23.0,699172.0,,,,,,,,277.0,2526.0,,,0.0,,1.0,8051.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.172,0.0,,,,7440.0,0.0,,303.0,208.0,3.195,,,,,,,,,,,,""
19091941419,"Jun 26, 2026, 11:30:14 PM",stomach issue 😢,Run,"",3559,10.02,172.0,20,false,,,activities/20207049756.fit.gz,,,3559.0,3477.0,10023.2,6.04,2.883,15.0,15.0,177.0,183.4,31.1,0.0,,,121.0,84.0,172.0,142.0,,242.0,607.0,,,20.0,840437.0,,,,,,,,251.0,3561.0,,,0.0,,1.0,10083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.816,0.0,,,,9710.0,0.0,,352.0,189.0,2.9,,,,,,,,,,,,""
19079450645,"Jun 25, 2026, 10:54:20 PM",Back in Buf,Run,"",3691,10.00,157.0,12,false,,,activities/20194340855.fit.gz,,,3691.0,3086.0,10005.2,4.98,3.242,30.0,28.0,174.4,184.2,6.4,0.0,,,101.0,88.0,157.0,135.0,,281.0,544.0,,,12.0,867010.0,,,,,,,,268.0,3489.0,,,0.0,,1.0,10069.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.711,0.0,,,,9046.0,0.0,,394.0,202.0,3.263,,,,,,,,,,,,""
19079450550,"Jun 23, 2026, 12:26:41 PM",Easy,Run,"",2522,8.01,174.0,25,false,,,activities/20194340746.fit.gz,,,2522.0,2444.0,8012.6,6.28,3.278,58.0,55.0,20.6,53.8,8.1,0.0,,,101.0,89.0,174.0,151.0,,286.0,480.0,,,25.0,698530.0,,,,,,,,283.0,2523.0,,,0.0,,1.0,8095.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.177,0.0,,,,7184.0,0.0,,317.0,213.0,3.312,,,,,,,,,,,,""
19030410582,"Jun 22, 2026, 10:13:22 PM",World Cup,Walk,"",16999,6.01,,,false,,,activities/19030410582.gpx,,,16999.0,5313.0,6016.2,10.115,1.132,14.5,13.1,-0.4,6.4,41.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/B4D494F8-EC64-4FBE-B12B-D77E6AA55E89.jpg
19079446102,"Jun 22, 2026, 6:46:28 PM",Afternoon Walk,Walk,,1387,1.69,127.0,2,false,,,activities/20194336208.fit.gz,,,1387.0,1199.0,1689.7,2.1,1.409,8.0,4.0,2.8,9.6,9.5,0.2,,,65.0,58.0,127.0,106.0,,,93.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.218,0.0,,,,2190.0,0.0,,,,,,,,,,,,,,,,""
19079446103,"Jun 21, 2026, 3:46:38 PM",Lunch Walk,Walk,,2612,2.77,109.0,3,false,,,activities/20194336228.fit.gz,,,2612.0,2012.0,2775.8,3.6,1.38,21.0,24.0,42.0,52.6,25.0,0.0,,,87.0,57.0,109.0,88.0,,,147.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.063,0.0,,,,3744.0,0.0,,,,,,,,,,,,,,,,""
18996907128,"Jun 20, 2026, 11:33:45 AM",Morning Run,Run,,2189,5.01,167.0,8,false,,,activities/20110516858.fit.gz,,,2189.0,1964.0,5009.1,4.64,2.55,25.0,25.0,25.0,39.2,15.4,-0.1,,,100.0,81.0,167.0,130.0,,216.0,303.0,,,8.0,414300.0,,,,,,,,232.0,2191.0,,,0.0,,1.0,5089.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.288,136.6,,,,5118.0,0.0,,184.0,174.0,2.591,,,,,,,,,,,,""
18996906799,"Jun 19, 2026, 10:17:06 PM",Evening Run,Run,,6073,17.00,167.0,50,false,,,activities/20110516560.fit.gz,,,6073.0,5603.0,17005.5,4.38,3.035,61.0,59.0,22.2,41.4,9.9,0.0,,,98.0,88.0,167.0,149.0,,261.0,1047.0,,,50.0,1463605.0,,,,,,,,255.0,6074.0,,,0.0,,1.0,17147.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,142.2,,,,16456.0,0.0,,621.0,192.0,3.06,,,,,,,,,,,,""
18978186392,"Jun 18, 2026, 10:59:54 PM",Easy,Run,"",3458,10.00,186.0,34,false,,,activities/20091505209.fit.gz,,,3458.0,3276.0,10004.6,5.5,3.054,51.0,52.0,27.2,44.8,16.8,-0.1,,,96.0,88.0,186.0,146.0,,273.0,608.0,,,34.0,895211.0,,,,,,,,268.0,3459.0,,,0.0,,1.0,10206.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.893,141.9,,,,9592.0,0.0,,391.0,202.0,3.116,,,,,,,,,,,,""
18954567240,"Jun 16, 2026, 11:07:13 PM",Evening Weight Training,Weight Training,"",1902,0,128.0,3,false,,,activities/20067576972.fit.gz,,,1902.0,1902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,128.0,94.0,,,126.0,,,3.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,150.0,,0.0,,,,,,6,75,""
18954567093,"Jun 16, 2026, 9:53:51 PM",Afternoon Run,Run,,3079,10.03,182.0,47,false,,,activities/20067576854.fit.gz,,,3079.0,2970.0,10032.6,4.86,3.378,35.0,33.0,28.2,40.6,7.5,0.0,,,111.0,90.0,182.0,158.0,,294.0,606.0,,,47.0,870983.0,,,,,,,,294.0,3080.0,,,0.0,,1.0,10092.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.258,277.8,,,,8836.0,0.0,,417.0,221.0,3.398,,,,,,,,,,,,""
18954567089,"Jun 15, 2026, 9:16:34 PM",Afternoon Run,Run,,3028,7.98,177.0,17,false,,,activities/20067576810.fit.gz,,,3028.0,2676.0,7983.1,5.06,2.983,40.0,36.0,28.2,41.2,32.7,0.0,,,93.0,89.0,177.0,144.0,,260.0,497.0,,,17.0,692911.0,,,,,,,,249.0,3029.0,,,0.0,,1.0,8090.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.636,284.4,,,,7876.0,0.0,,294.0,187.0,3.023,,,,,,,,,,,,""
18954567017,"Jun 14, 2026, 10:45:50 PM",Evening Walk,Walk,"",6200,3.87,154.0,9,false,,,activities/20067576792.fit.gz,,,6200.0,2835.0,3870.2,4.283,1.365,34.0,33.0,16.0,35.8,28.6,0.0,,,65.0,57.0,154.0,123.0,,,249.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624,0.0,,,,5126.0,0.0,,,,,,,,,,,,,,,,""
18954567364,"Jun 14, 2026, 7:25:50 PM",Afternoon Run,Run,,11933,20.22,185.0,69,false,,,activities/20067576834.fit.gz,,,11933.0,9828.0,20219.6,5.78,2.057,88.0,96.0,22.0,47.4,23.1,-0.1,,,122.0,68.0,185.0,141.0,,166.0,1227.0,,,69.0,1602579.0,,,,,,,,190.0,11230.0,,,0.0,,1.0,20483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.694,123.5,,,,21828.0,0.0,,637.0,143.0,2.084,,,,,,,,,,,,""
18951498335,"Jun 12, 2026, 10:49:25 PM",Evening Run,Run,,5001,2.59,150.0,3,false,,,activities/20064457056.fit.gz,,,5001.0,1584.0,2594.1,4.46,1.638,5.0,13.0,26.8,43.6,7.8,-0.6,,,118.0,63.0,150.0,101.0,,115.0,139.0,,,3.0,175690.0,,,,,,,,150.0,1864.0,,,0.0,,1.0,2596.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519,70.1,,,,3196.0,0.0,,65.0,113.0,1.639,,,,,,,,,,,,""
18884214176,"Jun 11, 2026, 9:52:52 PM",Easy,Run,"",4151,10.00,185.0,59,false,,,activities/19996137365.fit.gz,,,4151.0,3371.0,10005.4,4.62,2.968,49.0,36.0,28.2,42.8,11.2,0.0,,,112.0,86.0,185.0,158.0,,256.0,657.0,,,59.0,858645.0,,,,,,,,243.0,4153.0,,,0.0,,1.0,10109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,829.7,,,,9538.0,0.0,,385.0,183.0,2.999,,,,,,,,,,,,""
18864887377,"Jun 9, 2026, 9:27:40 PM",Afternoon Run,Run,"",7143,11.09,194.0,43,false,,,activities/19976550382.fit.gz,,,7143.0,4770.0,11094.6,6.66,2.326,39.0,40.0,28.0,41.0,38.5,0.0,,,108.0,74.0,194.0,137.0,,195.0,686.0,,,43.0,880809.0,,,,,,,,230.0,5882.0,,,0.0,,1.0,11208.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.553,302.8,,,,11106.0,0.0,,488.0,173.0,2.35,,,,,,,,,,,,""
18864881604,"Jun 8, 2026, 9:04:05 PM",Not easy,Run,"",2739,8.00,182.0,38,false,,,activities/19976544676.fit.gz,,,2739.0,2524.0,7999.5,4.68,3.169,32.0,29.0,27.2,40.4,11.3,0.0,,,96.0,88.0,182.0,156.0,,276.0,508.0,,,38.0,696217.0,,,,,,,,268.0,2740.0,,,0.0,,1.0,8074.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.921,277.4,,,,7392.0,0.0,,309.0,202.0,3.199,,,,,,,,,,,,""
18864880304,"Jun 7, 2026, 9:53:42 PM",Afternoon Weight Training,Weight Training,,2733,0,114.0,3,false,,,activities/19976543499.fit.gz,,,2733.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,114.0,72.0,,,93.0,,,3.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,172.0,,0.0,,,,,,9,86,""
18812315433,"Jun 6, 2026, 2:43:54 PM",Morning Run,Run,,4060,6.03,171.0,15,false,,,activities/19923002116.fit.gz,,,4060.0,3362.0,6034.6,3.9,1.795,24.0,18.0,21.4,36.6,11.8,0.2,,,100.0,64.0,171.0,131.0,,132.0,374.0,,,15.0,441765.0,,,,,,,,157.0,3538.0,,,0.0,,1.0,6103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.486,0.0,,,,7066.0,0.0,,136.0,118.0,1.815,,,,,,,,,,,,""
18810409845,"Jun 6, 2026, 1:10:14 PM",Way out of shape,Run,Too hot also,1230,4.99,199.0,60,false,,,activities/19921067826.fit.gz,,,1230.0,1230.0,4995.0,6.06,4.061,21.0,16.0,20.6,30.8,10.6,0.1,,,101.0,91.0,199.0,184.0,,351.0,299.0,,,60.0,432248.0,,,,,,,,351.0,1231.0,,,0.0,,1.0,5042.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.061,0.0,,,,3692.0,0.0,,238.0,264.0,4.099,,,,,,,,,,,,""
18810409822,"Jun 6, 2026, 12:20:37 PM",Morning Run,Run,,699,2.00,173.0,10,false,,,activities/19921067882.fit.gz,,,699.0,603.0,2002.1,4.68,3.32,9.0,3.0,24.0,31.6,7.3,0.2,,,100.0,88.0,173.0,155.0,,292.0,122.0,,,10.0,176232.0,,,,,,,,266.0,700.0,,,0.0,,1.0,2025.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.864,346.4,,,,1760.0,0.0,,77.0,200.0,3.359,,,,,,,,,,,,""
18810401342,"Jun 5, 2026, 11:48:30 PM",Evening Walk,Walk,,2320,2.61,108.0,3,false,,,activities/19921059214.fit.gz,,,2320.0,2033.0,2616.0,2.517,1.287,14.0,8.0,26.4,40.8,41.4,0.3,,,121.0,54.0,108.0,95.0,,,138.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.128,153.1,,,,3654.0,0.0,,,,,,,,,,,,,,,,""
18810401783,"Jun 5, 2026, 10:42:33 PM",Evening Run,Run,,2093,5.00,170.0,9,false,,,activities/19921059647.fit.gz,,,2093.0,1815.0,5007.5,6.18,2.759,15.0,18.0,31.2,43.4,7.5,-0.2,,,100.0,85.0,170.0,136.0,,235.0,302.0,,,9.0,413041.0,,,,,,,,233.0,2094.0,,,0.0,,1.0,5027.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.392,69.7,,,,4894.0,0.0,,178.0,175.0,2.77,,,,,,,,,,,,""
18791458219,"Jun 4, 2026, 9:46:26 PM",Easy,Run,"",2990,8.00,179.0,26,false,,,activities/19901757201.fit.gz,,,2990.0,2700.0,8000.0,4.68,2.963,32.0,28.0,31.4,43.4,8.5,0.0,,,97.0,87.0,179.0,147.0,,256.0,500.0,,,26.0,686415.0,,,,,,,,249.0,2992.0,,,0.0,,1.0,8056.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.676,279.6,,,,7668.0,0.0,,290.0,187.0,2.984,,,,,,,,,,,,""
18791458216,"Jun 2, 2026, 9:49:45 PM",Afternoon Run,Run,,3104,8.00,171.0,17,false,,,activities/19901757195.fit.gz,,,3104.0,2670.0,8006.1,4.9,2.999,36.0,28.0,29.4,40.2,9.9,0.0,,,98.0,88.0,171.0,141.0,,263.0,481.0,,,17.0,701440.0,,,,,,,,250.0,3106.0,,,0.0,,1.0,8078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.579,281.3,,,,7830.0,0.0,,304.0,188.0,3.025,,,,,,,,,,,,""
