userId,longest_run,gender,max_hr,easy_pace,easy_hr,aerobic,avg_weekly_distance_m,active_weeks,consistency_std,fastest_5k,fastest_5k_str
74718,42700.5,male,195.0,5.528,137.64545454545453,0.04016115183937653,35451.02105263158,19,16525.27865731027,1460.9648562743903,24:20
80101,24562.4,male,200.0,5.351382978723404,151.28936170212768,0.035371839225944356,13742.355555555556,126,9006.28137987754,1327.192818808566,22:07
80118,42210.8,male,190.0,7.12970731707317,121.86829268292684,0.05850338229996397,35816.90454545455,44,17259.8223700331,1558.8644964237315,25:58
80466,42163.2,male,199.0,5.107972222222222,146.05,0.034974133668074094,36248.98028169014,71,22261.214674378134,1231.898996225321,20:31
81753,41845.6,male,200.0,5.644972222222222,160.53055555555557,0.03516447197660535,21584.034444444445,90,16093.331299425547,1402.5117437767244,23:22
82119,7039.4,male,181.0,5.369,159.05,0.033756680289217224,4928.83,10,1173.0466155841093,1520.161796068298,25:20
90592,41829.8,male,180.0,5.421611111111111,136.72222222222223,0.03965420560747663,30965.35128205128,39,19028.278449190628,1359.9146453333099,22:39
96628,22779.1,male,200.0,4.868735294117648,148.61176470588236,0.0327614392020266,10541.638636363636,88,7046.683245923229,1141.580645259753,19:01
104216,21022.9,male,184.0,6.942833333333333,149.36666666666665,0.0464818120955144,17952.74705882353,17,14593.87211722431,1616.4505818756738,26:56
109975,15194.1,male,198.0,5.247999999999999,149.5,0.03510367892976588,10416.254545454545,11,3302.6336225393325,1196.90347487179,19:56
114073,20322.9,male,197.0,4.218,166.21904761904761,0.025376153096888787,14307.675,80,5799.781245732846,1164.0635518273955,19:24
118377,20914.9,male,185.0,5.9335,153.05,0.038768376347598825,9226.866666666667,12,7332.979723802388,1607.0817366210244,26:47
126898,21081.5,male,189.0,6.482853658536586,144.93658536585366,0.044728897415185785,13709.301680672268,119,7919.669652960979,1652.9495218930906,27:32
136171,57415.0,male,196.0,4.804814814814814,149.11111111111111,0.03222305017386984,28482.94482758621,58,25695.374939718084,1255.8987269332151,20:55
139383,11891.4,male,180.0,5.16,144.95,0.03559848223525354,6103.588235294118,17,3102.4086829595713,1272.0402457262783,21:12
140314,23785.0,male,192.0,5.665055555555556,144.94444444444446,0.03908432349559218,18908.767499999998,40,12207.754369365515,1273.4184730439608,21:13
141794,19389.7,male,200.0,4.489428571428571,165.54285714285714,0.027119433897134965,13160.742105263158,19,5753.148451579051,1083.099398149465,18:03
147750,21080.9,male,191.0,5.5104,158.7,0.034722117202268435,15900.035294117646,17,8204.693190252545,1351.1835295681562,22:31
150436,39472.6,male,200.0,5.268714285714286,158.06190476190477,0.03333323291055343,16252.494957983192,119,11470.570015255982,1255.7050604153483,20:55
171814,41253.7,male,200.0,6.186444444444444,140.20555555555555,0.04412410349883108,20424.963333333333,60,14506.752274050405,1516.7762356285664,25:16
174288,14178.5,male,173.0,6.756666666666667,139.33333333333334,0.04849282296650718,11713.42857142857,14,3591.335566959108,1613.3508947248433,26:53
182042,22301.8,female,199.0,8.978212121212122,146.46969696969697,0.06129740353780905,14831.18888888889,81,9396.659400207074,2204.0844167780815,36:44
185036,9938.0,male,185.0,6.421714285714286,155.44285714285715,0.041312379376895504,8619.447619047618,21,4974.245666492463,1788.5610612019075,29:48
195134,22740.3,male,179.0,5.083666666666667,138.43333333333334,0.03672285095111967,17787.95,10,8166.455814727027,1337.0677287934984,22:17
196571,13108.1,male,182.0,6.393323529411765,141.11911764705883,0.04530444659809714,17918.751960784313,102,8718.819361300939,1601.1877494905918,26:41
196781,23274.1,male,199.0,5.300833333333333,170.94722222222222,0.031008595895419315,14425.510204081633,98,11303.161101328036,1429.2740476438512,23:49
200833,15779.0,male,193.0,6.548333333333334,132.97777777777776,0.0492438168449198,13296.046875,32,7300.644975130153,1613.9969204091378,26:53
203045,41354.5,male,200.0,5.980928571428572,141.66964285714286,0.04221743240688221,26203.197115384617,104,20480.544931878416,1552.92001065689,25:52
212295,41833.1,male,200.0,6.533690647482015,132.92446043165467,0.04915341108976268,49475.2736196319,163,49796.41401062688,1347.1393504464768,22:27
221371,20776.4,male,194.0,4.559200000000001,145.6,0.031313186813186816,10885.274468085106,47,6189.586505521508,1200.4995467176773,20:00
229190,29775.5,male,191.0,5.709684210526316,146.0894736842105,0.039083474438880286,21719.1,49,13792.411227540428,1290.7269570069893,21:30
260784,21062.9,male,199.0,5.0673877551020405,151.27142857142857,0.033498644145541864,17560.4,124,10242.534572146977,1297.8690273051764,21:37
279317,15763.3,female,185.0,5.75,149.82,0.03837938859965292,12003.143999999998,25,7280.300129692456,1427.2033645831257,23:47
280024,11799.4,male,197.0,4.560888888888889,170.42222222222222,0.026762289737905856,12390.753999999999,50,5942.320033324784,1279.9207205664716,21:19
283321,17848.7,male,200.0,6.094846153846154,146.19615384615383,0.04168951093104628,14649.880487804878,82,7856.033536148892,1521.5601114620636,25:21
284803,11224.7,female,189.0,8.37738888888889,157.13333333333333,0.05331388771036629,11530.792307692309,39,7223.594018812484,2194.025202797283,36:34
324779,36476.0,male,197.0,6.649395833333333,152.875,0.0434956391387299,35983.70470588235,85,17130.45809436615,1659.7938653306637,27:39
331586,42173.4,male,200.0,5.065625,149.76125,0.03382467093457086,33062.93684210526,133,18483.938906936874,1150.552288380096,19:10
334217,14156.6,male,170.0,5.4604,140.98000000000002,0.03873173499787203,12642.533333333335,21,5417.572158848772,1385.680634868214,23:05
336611,20885.4,male,194.0,5.858235294117647,156.64705882352942,0.03739767179872324,10806.162,50,6348.492208162342,1610.7246801515632,26:50
355088,24702.8,male,183.0,5.266,148.12,0.0355522549284364,16028.7,40,9665.569178565795,1376.8129651933077,22:56
367324,24391.6,male,199.0,4.8707,150.26000000000002,0.03241514707839744,13869.099999999999,77,7738.248522267065,1350.0980553219345,22:30
368603,41708.4,female,198.0,6.159922330097087,136.29902912621358,0.045194176140410866,33115.31805555556,216,17033.803611508498,1572.1920839074162,26:12
371523,21696.7,male,200.0,4.998357142857143,158.5,0.031535376295628664,10673.126086956521,46,7501.238008916626,1305.075458726743,21:45
407769,14992.5,male,197.0,7.265571428571429,145.0142857142857,0.05010245296029948,6967.862162162162,37,2639.318993430707,1587.7137739834832,26:27
429155,11879.8,male,198.0,4.616,167.54000000000002,0.0275516294616211,6728.921739130434,23,2583.191732221017,1273.268108764583,21:13
431375,26509.9,male,194.0,5.047967213114754,141.20000000000002,0.03575047601356058,28612.810638297873,94,14462.413446723602,1271.4561384527947,21:11
432096,42090.0,female,196.0,6.413870967741936,143.9016129032258,0.04457122361828758,23268.743333333332,150,12416.076807310046,1550.3359156035592,25:50
434265,21178.6,male,187.0,5.1933,151.15,0.03435858418789282,13669.44864864865,37,7409.79039760616,1389.295961246909,23:09
458903,34980.7,male,200.0,6.6692,150.58666666666667,0.04428811758455817,11029.271698113207,53,8379.168356575577,1578.5441048574232,26:18
478585,42016.6,male,186.0,5.3550875,153.54874999999998,0.03487548742663161,38433.63304347826,115,24583.967562659232,1428.7674543582202,23:48
501555,20840.9,male,194.0,7.801818181818181,156.88181818181818,0.049730544127020916,12996.672222222223,36,8691.638949953523,2040.0525242093447,34:00
504709,13113.2,male,193.0,5.8196666666666665,157.4,0.03697373994070309,24703.02,5,17915.940661796132,1322.6295579560503,22:02
510054,26746.3,male,199.0,4.779382352941177,146.1764705882353,0.03269597585513079,11592.082178217823,101,8105.077697312913,1261.9595943388942,21:01
517351,20033.7,male,197.0,5.274142857142857,152.70000000000002,0.034539245953784256,14536.92380952381,21,8061.1554378950395,1310.7200102228528,21:50
519009,26164.7,male,189.0,5.2096,141.38,0.03684821049653417,16019.061111111112,54,10062.552431372444,1334.0245123772918,22:14
519257,11212.8,male,197.0,5.459166666666667,170.86666666666667,0.03194986344127975,7916.2043478260875,46,4106.4946107872975,1452.3615142968702,24:12
556109,23909.2,male,200.0,5.462538461538462,151.01538461538462,0.03617206601466993,19129.09836065574,61,14361.235196707976,1425.008348450285,23:45
604703,40310.3,male,196.0,4.801451612903226,137.55483870967743,0.03490572674827635,17599.825316455695,79,11528.977827602534,1209.5145715527449,20:09
653747,29782.4,male,198.0,5.391733333333334,145.94666666666666,0.036943175589256354,16172.978571428572,56,7830.2870042770855,1169.2793010544622,19:29
659522,21126.8,unknown,193.0,6.453,140.75625,0.045845211136272816,17863.361363636363,44,13202.972331175084,1080.6547873028608,18:00
681624,24376.8,male,184.0,8.195,148.52666666666667,0.055175277166838725,14161.34,50,10937.109829141054,1823.2201292629427,30:23
715469,33561.6,male,198.0,6.127153846153846,150.77692307692308,0.0406372123871231,33221.39176470588,85,21602.540930746418,1511.882183505461,25:11
722528,39430.2,unknown,181.0,6.773833333333333,141.61666666666667,0.047832176062139575,24476.33125,16,15924.793886712996,1322.1366641398954,22:02
732008,41989.4,male,199.0,6.9383333333333335,148.8148148148148,0.04662394225983076,18385.329213483146,89,12054.400440335268,1575.0706185053702,26:15
745030,42157.7,male,199.0,4.8418133333333335,149.80133333333333,0.03232156367099536,25168.15796178344,157,14718.722307446875,1155.298636463442,19:15
751448,29807.3,male,200.0,5.814869565217391,145.97753623188407,0.03983400265079498,48163.060144927535,138,20387.965124752103,1410.4871468165634,23:30
753100,26299.1,male,200.0,4.978822222222222,140.39111111111112,0.035463942003292385,21509.28202247191,89,13516.956447337488,1122.71047404236,18:42
762872,41996.7,male,199.0,5.276466666666667,156.52666666666667,0.033709698028025044,19368.676576576578,111,11268.310414084874,1353.8002384264166,22:33
775277,26515.0,female,189.0,6.2031230769230765,146.01230769230767,0.04248356302946011,21406.192857142858,140,10946.29000792718,1569.7932503582506,26:09
776483,21165.4,female,200.0,6.001882352941176,142.70294117647057,0.04205857499124054,14834.173958333333,96,8629.482020684365,1569.3867673741263,26:09
777141,42340.2,male,194.0,5.641128205128205,133.07179487179488,0.0423916143203977,57592.41136363637,88,32624.405709527793,1541.0059646543425,25:41
789985,14130.1,male,199.0,5.171619047619048,144.71428571428572,0.03573675551168148,8628.50857142857,70,4804.802675516457,1267.5140570414048,21:07
791908,41768.8,male,199.0,5.158115384615384,140.57115384615383,0.03669398196916426,22539.69420289855,138,13703.454309871648,1183.9810454600865,19:43
804068,15716.4,male,189.0,5.7748800000000005,138.05200000000002,0.04183119404282444,9561.543243243243,74,6772.6965607398815,1481.20366337642,24:41
804189,12729.4,female,192.0,7.148166666666666,162.33333333333334,0.04403388090349075,9032.357142857143,21,4742.6788481375615,1820.6940912899204,30:20
818925,19773.0,male,198.0,6.075435185185186,154.4814814814815,0.039327918964277155,23491.01111111111,135,13060.249002092824,1700.1737566630152,28:20
838899,16213.3,male,185.0,5.656040000000001,140.55200000000002,0.04024161876031647,13373.389855072464,69,8230.487770391985,1478.692573218614,24:38
846598,20678.5,male,178.0,5.596866666666667,115.93333333333334,0.04827659574468085,14491.327659574468,47,7865.533645642872,1082.2585158044333,18:02
848299,27875.0,male,180.0,5.6475,152.15,0.037117975681892866,19910.833333333332,6,17574.484560824723,1449.267011232016,24:09
851531,35449.1,male,200.0,5.779571428571429,139.0,0.041579650565262076,24147.057615894042,151,16096.848357217576,1453.6159170913484,24:13
854368,22188.6,male,198.0,5.4058,159.82,0.03382430234013265,14870.345945945946,37,9461.904952304341,1422.320856830237,23:42
854633,31397.9,male,200.0,6.536508196721311,129.19180327868852,0.050595378583120784,23690.596842105264,95,16207.988137482615,1348.3584073627567,22:28
860533,41992.3,male,199.0,5.5805875,147.931875,0.03772403682438285,51355.29757575758,165,23111.113866257954,1366.449775238931,22:46
875281,29968.7,male,200.0,5.739928571428571,143.99285714285716,0.039862592390495555,29102.013793103448,29,17598.016783042105,1342.3750908419734,22:22
885462,41458.7,male,187.0,4.869576271186441,150.14406779661016,0.0324326917649715,26141.31686746988,83,16173.809439630111,1216.2423189725282,20:16
897592,22218.1,unknown,176.0,5.699833333333333,141.0,0.04042434988179669,20329.9375,16,8814.585305418514,1513.4987421781057,25:13
903587,25965.8,male,173.0,6.358625,130.0375,0.04889839469383832,29716.95789473684,19,16910.496835506765,1639.4683257034806,27:19
907015,21687.5,male,182.0,5.999461538461538,120.7576923076923,0.049681816734082875,12360.672222222223,72,9549.691960524573,1456.177587253645,24:16
947554,20485.9,male,200.0,6.0045,148.9,0.04032572196104768,12331.26,35,8320.972617365185,1341.6060248114002,22:21
954504,10094.2,male,188.0,6.7780000000000005,141.2842105263158,0.047974221427507076,13504.454545454546,55,7276.390937485275,1775.1114433027167,29:35
971189,21906.5,male,198.0,6.106324324324325,149.83783783783784,0.040752886002886006,18809.36111111111,90,14966.454181438565,1600.398287637554,26:40
982359,12752.3,male,190.0,5.537599999999999,159.52,0.03471414242728184,8080.518181818182,22,3910.793636863222,1536.371114383465,25:36
983950,40620.9,male,200.0,4.96715923566879,137.71656050955414,0.03606798788243184,39245.54767441861,172,25123.058178669744,1141.5057887083344,19:01
993057,20928.0,male,195.0,5.320272727272727,145.12727272727273,0.03665935855675269,13385.015,40,7938.815608703858,1448.1340358223417,24:08
993718,41372.9,male,190.0,4.648672727272727,143.7,0.03234984500537737,28567.053535353534,99,14801.749489491294,1104.9234525946517,18:24
1009668,28086.9,male,187.0,4.84234375,145.359375,0.033312909814038484,18267.014285714286,63,16890.269376620156,1164.7201017891898,19:24
1023513,27613.3,male,188.0,6.786179487179488,156.46410256410257,0.04337211779551302,17892.69512195122,82,11828.945890493495,1833.015291499812,30:33
1034368,41653.4,male,196.0,5.2543125,156.96875,0.033473621341827596,19651.577358490566,53,11341.121831765104,1329.829539418206,22:09
1035156,22775.9,male,195.0,4.953049999999999,159.12,0.031127765208647556,13577.235483870967,62,8584.90759051818,1241.1787413032737,20:41
1038205,16479.0,male,191.0,4.9197500000000005,149.8625,0.03282842605721912,10542.65,30,7463.347268265369,1343.048320746895,22:23
1048979,18499.3,male,184.0,6.7242999999999995,145.85999999999999,0.046101055806938164,7266.878947368422,38,5049.192491133387,1619.469760800271,26:59
1052460,40608.7,male,200.0,4.941923076923077,161.46923076923076,0.030605973988852366,13550.405714285715,35,8171.393348316281,1106.9114112567574,18:26
1055288,10127.9,male,181.0,5.6455,151.0,0.03738741721854305,6460.416666666667,12,3921.062626573969,1596.0382159567987,26:36
1055977,19097.2,male,196.0,5.998045454545454,153.30454545454543,0.039125033356064876,14714.288524590163,61,9548.70240097397,1459.992096596069,24:19
1058434,29859.3,male,198.0,5.377000000000001,155.95483870967743,0.034477929921813595,19376.750574712645,87,9437.444421581284,1340.5763084378118,22:20
1060751,30525.8,male,179.0,5.549072727272727,139.46545454545455,0.03978815216541079,30343.839473684213,114,14173.462089996558,1413.520670663058,23:33
1063624,58962.2,male,200.0,5.005940119760479,135.70239520958083,0.036889106577884856,101696.15730337078,178,48009.6745247062,1178.356766270985,19:38
1066105,32126.8,male,191.0,4.974470588235294,153.38823529411764,0.03243058751342231,17528.807407407407,54,8944.67801198329,1295.4348551113965,21:35
1069797,33298.0,male,184.0,5.491666666666666,144.50555555555556,0.038003152512398594,14860.377777777778,54,10355.51812082899,1382.2871513268738,23:02
1081719,22511.9,male,198.0,5.326999999999999,146.73333333333332,0.03630395274875056,17214.406666666666,15,8024.9578463927755,1388.934458091182,23:08
1086745,42186.4,male,199.0,5.145859375,151.4078125,0.03398674936275167,25204.70281690141,142,12789.770012792796,1355.7313485357738,22:35
1290773,13720.0,male,200.0,5.742823529411765,145.3264705882353,0.039516706806176756,9922.554736842105,95,6401.50735588092,1547.013497844452,25:47
1295505,47081.2,male,198.0,4.509972222222222,157.6236111111111,0.028612288415617373,41702.849557522124,113,25917.790851067242,1126.2783508454309,18:46
1295675,21494.3,male,193.0,5.526909090909091,146.0090909090909,0.03785318473320466,18882.59069767442,43,13465.437970257919,1394.2571628789426,23:14
1329120,10883.5,male,196.0,6.93495238095238,151.94285714285712,0.0456418453052526,11271.81224489796,49,6701.8305575986915,1814.261474148228,30:14
1342020,29348.5,male,200.0,6.549510204081632,155.10408163265308,0.042226549650662484,23677.94230769231,130,14364.306494341798,1532.4790626952476,25:32
1356350,27001.9,male,190.0,6.53125,147.2875,0.0443435457863023,12214.489285714286,28,7235.862250103546,1747.6058986615003,29:07
1367925,42134.8,male,192.0,4.3606,168.12,0.02593742564834642,19447.414285714287,21,10880.106089293693,1133.6376313728535,18:53
1377236,42304.6,male,200.0,5.134491803278689,157.76065573770492,0.032546085583057965,23357.635606060605,132,15974.010111839481,1304.004880529472,21:44
1384698,20544.3,male,194.0,5.29675,141.975,0.03730762458179257,9775.56842105263,19,8204.593768808398,1177.8037659285935,19:37
1413935,29556.3,male,193.0,5.1057192982456145,146.6578947368421,0.03481380465338836,23493.56902654867,113,14971.817413895156,1344.6626096690493,22:24
1417260,26894.0,female,197.0,5.721555555555556,160.98888888888888,0.03554006487680309,19338.13111111111,45,12213.07711607116,1489.7213169094994,24:49
1458980,18503.8,female,199.0,6.183692307692308,174.28461538461536,0.03548042547557047,10777.045454545454,44,7397.439450633768,1677.0104880690153,27:57
1470078,42121.1,male,198.0,4.679083333333334,150.48333333333332,0.031093698083951717,17484.5375,64,10256.125294245865,1134.236496430007,18:54
1477239,12960.5,male,189.0,5.055125,129.25625,0.039109327401963156,15142.008695652174,46,8617.724986840298,1364.7579737955482,22:44
1481127,34479.4,male,195.0,5.3977272727272725,131.81363636363636,0.04094968792027311,25475.89,60,17410.13898433314,1392.1970597827997,23:12
1483178,13704.4,male,188.0,9.9835,152.4,0.06550853018372703,14632.429999999998,10,10792.842446532177,2502.91444290829,41:42
1486987,33810.8,male,200.0,6.54,142.1578947368421,0.04600518326545724,20195.383636363636,55,12540.645602610848,1692.7469949422862,28:12
1520156,49844.8,male,200.0,5.190285714285714,146.14971428571428,0.035513485193265616,58544.1380733945,218,37100.09290545052,1365.0397719964315,22:45
1530732,19689.4,male,177.0,5.5408,141.76,0.039085778781038374,19302.71111111111,9,8829.437837490623,1501.6526385656182,25:01
1543833,26625.4,male,190.0,6.117577777777778,158.7688888888889,0.03853133835344175,18659.978301886793,106,11104.794297565306,1624.6803107153132,27:04
1593295,16512.2,male,199.0,5.313894736842105,168.56315789473683,0.031524651075654914,15252.112280701755,57,6485.079049498114,1406.545546893578,23:26
1598505,42117.3,male,193.0,4.949867924528302,140.4698113207547,0.03523794812556247,22982.1675,120,14251.15782800411,1270.3125426608217,21:10
1601558,42131.2,male,199.0,5.743916666666667,147.3722222222222,0.038975572058657225,31073.859677419354,62,15095.942240461965,1347.6958899270367,22:27
1603116,40977.9,male,197.0,5.39095652173913,153.5,0.035120237926639285,15380.03492063492,63,10265.363064822977,1421.9229713423251,23:41
1609501,19402.4,male,200.0,5.112391304347826,151.81739130434784,0.03367460908413998,9717.164935064935,77,6409.686889630131,1173.9408639065175,19:33
1609921,9923.4,male,199.0,8.246500000000001,143.39999999999998,0.05750697350069737,5660.45,10,1953.7109710326488,2221.315022326291,37:01
1616449,21141.5,male,200.0,4.66234693877551,134.72244897959183,0.034607053049353166,22947.282291666666,96,13882.195250736746,1123.2210899297795,18:43
1638160,18151.5,male,194.0,5.7638,158.65,0.036330286794831385,15551.558536585366,41,7684.59746034155,1349.844697674294,22:29
1655221,41375.4,male,199.0,6.150345454545454,138.76363636363635,0.044322458071278825,27249.874074074072,108,16247.82831945777,1444.523576290107,24:04
1668573,42037.3,male,194.0,5.77778947368421,145.6263157894737,0.03967544905851313,17375.97,50,13969.703501846052,1487.406856032473,24:47
1670340,24811.4,male,196.0,5.16965,144.285,0.03582943479918217,23058.713333333333,45,14029.840513925375,1340.850739420779,22:20
1675394,42068.7,male,199.0,6.230172839506173,138.01481481481483,0.0451413339058251,35559.73970588235,136,18506.903657397404,1521.6101251843818,25:21
1676051,29760.5,male,188.0,5.252722222222222,148.76666666666668,0.03530846217043842,17477.373809523808,42,9426.956565914514,1399.7661406829923,23:19
1682336,41265.5,male,200.0,6.7106885245901635,128.9262295081967,0.05205060715875135,41684.62654867257,113,19989.24815054162,1838.0205484249093,30:38
1707239,31080.3,male,184.0,5.377476190476191,138.66666666666666,0.03877987637362638,22890.621276595743,47,13589.448470075664,1286.4669648864117,21:26
1708694,21102.5,male,184.0,5.879611111111111,157.49444444444444,0.037332181029313204,18187.45348837209,43,10949.609921022167,1487.2381585567384,24:47
1721981,35810.7,male,182.0,6.43676923076923,144.7576923076923,0.0444658182108032,39671.40357142857,56,18458.889174762626,1689.6850520118799,28:09
1725447,42043.4,male,194.0,5.2072666666666665,153.36666666666667,0.03395305368398174,23894.327272727274,33,13425.225677229617,1307.1492116856402,21:47
1732973,32645.5,male,200.0,6.849046511627908,135.80465116279072,0.05043307760805534,35234.10240963855,83,25297.02156985292,1707.909206602717,28:27
1749538,23222.2,male,182.0,5.556777777777778,155.3111111111111,0.035778366003720134,11159.666666666666,36,7468.740913051257,1500.718677520092,25:00
1760006,13946.8,male,194.0,3.3111000000000006,155.82999999999998,0.02124815504074954,41254.635714285716,14,19979.25416481988,862.9007554925786,14:22
1779490,40888.1,unknown,197.0,5.026857142857144,137.9,0.036452916191857455,28712.658333333336,12,19308.303971064244,1325.3341221276023,22:05
1812737,24295.3,male,192.0,5.0187647058823535,153.68823529411765,0.03265549048876641,24008.363636363636,44,14962.085210447556,1255.9400005801856,20:55
1816756,24411.9,male,191.0,7.546928571428571,148.2357142857143,0.05091167542042114,15014.035,40,9398.544206542487,1724.1758843549524,28:44
1818822,26782.2,male,187.0,5.700666666666667,165.17333333333332,0.03451323861801744,13139.411320754718,53,8846.653528587483,1510.5090436059274,25:10
1818866,23122.5,female,198.0,5.72085,155.42000000000002,0.03680896924462746,9845.612676056338,71,5660.667073964481,1372.757132191723,22:52
1820027,24427.2,male,196.0,5.587039999999999,152.06799999999998,0.036740405608017467,23157.60793650794,63,12404.56357056653,1435.7481302150502,23:55
1842744,29348.5,male,188.0,5.224189189189189,141.3,0.03697232264111244,20503.647959183672,98,12462.24938092712,1274.218335848628,21:14
1847703,31354.8,male,198.0,5.803555555555556,149.96666666666667,0.038698970141512926,28680.88076923077,26,15983.780265982617,1077.4422795018363,17:57
1853801,31822.1,male,195.0,4.989090909090909,139.51818181818183,0.03575943181077735,20503.764,25,14357.631354291465,1168.3367472921686,19:28
1860957,20261.3,female,199.0,6.3445,157.925,0.0401741332911192,10530.96,10,6138.845402878659,1646.1288533842192,27:26
1878236,21181.6,female,200.0,5.927,160.025,0.037037962818309636,14391.08,35,9350.462042934183,1546.1489889908032,25:46
1882312,41936.6,male,188.0,4.988076923076923,141.30769230769232,0.03529940119760479,17514.631707317072,41,13332.725165029822,1366.6189903589852,22:46
1907590,21261.5,male,174.0,5.306185185185185,139.7962962962963,0.037956550536494896,18752.537313432837,67,9648.70004387207,1346.9766250664188,22:26
1912029,21219.8,female,200.0,7.13228947368421,163.25526315789475,0.04368796041072263,19661.544852941177,136,10969.757587637429,1763.9440924837195,29:23
1956196,62482.1,male,200.0,6.46280303030303,133.580303030303,0.048381407166271574,32812.52830188679,106,18179.442722758264,1453.727641680371,24:13
1958069,21157.8,male,191.0,5.33284,145.52,0.036646783947223746,18644.963793103445,58,8243.835218155726,1426.1876292889137,23:46
1986853,41313.1,male,199.0,5.897885714285714,146.54857142857142,0.0402452624190907,20890.951898734176,79,11228.433260892778,1528.9013566936915,25:28
1998312,8400.7,male,173.0,7.573600000000001,130.48,0.05804414469650522,7571.05,16,4245.0937464324625,2081.8352833088234,34:41
2016429,21038.0,male,196.0,5.0004285714285714,168.67142857142858,0.029645972728042685,8002.548275862069,29,5900.897536369283,1286.9983579286825,21:26
2033976,15019.8,male,196.0,5.611833333333333,165.00833333333333,0.034009393464976514,11868.510638297872,47,6398.936457494969,1417.0072250295566,23:37
2060912,20998.0,male,200.0,6.464657142857143,150.16857142857143,0.043049335033010526,10371.916326530612,98,7570.140227734605,1712.2470148873979,28:32
2071522,22138.0,male,195.0,5.1917333333333335,144.65,0.03589169259131236,19195.250704225353,71,12049.720760521184,1238.9638591936848,20:38
2076057,24034.6,male,200.0,6.026789915966386,139.46470588235294,0.043213728361140735,26866.45197740113,177,14912.372428541017,1535.3229651661313,25:35
2083091,10425.4,female,190.0,5.954999999999999,150.8181818181818,0.03948462929475587,7863.115789473685,38,4439.1877543219925,1618.0976227117421,26:58
2104631,21003.7,male,200.0,6.484160714285714,142.58214285714286,0.04547666758510132,26056.15473684211,95,15384.42506631348,1660.3465779278542,27:40
2119401,20701.2,male,200.0,6.122708333333333,153.92083333333332,0.0397782951192442,13258.27846153846,65,7737.275293556438,1661.9287642194015,27:41
2122136,41305.2,male,191.0,5.1966399999999995,146.264,0.03552918011267297,15170.25,82,8363.479036642466,1347.2444094467473,22:27
2145516,42013.3,male,199.0,5.387404255319149,128.69787234042553,0.04186086496495173,43677.370270270265,111,27063.198006278144,1421.4299992693004,23:41
2149070,21285.4,male,187.0,7.2860000000000005,143.23333333333335,0.050868047474982546,10775.570588235294,17,6352.068760920011,1867.1391493419499,31:07
2155614,29627.4,female,196.0,6.2197000000000005,132.614,0.04690077970651666,30736.797826086957,92,15493.919727697923,1495.6084543074182,24:55
2155974,13312.2,male,197.0,4.862,133.39444444444445,0.03644829453167298,8620.444444444445,72,3977.358704880997,1269.6413141278322,21:09
2164708,42050.9,male,198.0,4.93159375,145.11875,0.033983160342822685,18042.28271604938,81,11983.17046775174,1206.8585185579827,20:06
2171721,29407.4,male,197.0,6.13175,159.9,0.038347404627892434,19256.942857142858,14,9022.732346324288,1567.0188929534397,26:07
